Source,Target,Weight,Journal
"Hecht, Ben","Sinclair, May",4,poetry-little-review-edges
"Hecht, Ben","De Bosschère, Jean",2,poetry-little-review-edges
"Hecht, Ben",jh,7,poetry-little-review-edges
"Hecht, Ben","Bodenheim, Maxwell",5,poetry-little-review-edges
"Hecht, Ben","Aldington, Richard",7,poetry-little-review-edges
"Hecht, Ben",K.,4,poetry-little-review-edges
"Hecht, Ben","Dawson, Mitchell",3,poetry-little-review-edges
"Hecht, Ben","Hoyt, Helen",3,poetry-little-review-edges
"Hecht, Ben","Turbyfill, Mark",3,poetry-little-review-edges
"Hecht, Ben","Goldman, Emma",2,poetry-little-review-edges
"Hecht, Ben","Carr, Daphne",2,poetry-little-review-edges
"Hecht, Ben","Dismorr, Jessie",2,poetry-little-review-edges
"Hecht, Ben","Tietjens, Eunice",2,poetry-little-review-edges
"Hecht, Ben","Reiss, Robert",3,poetry-little-review-edges
"Hecht, Ben","Michelson, Max",3,poetry-little-review-edges
"Hecht, Ben","Ficke, Arthur Davison",4,poetry-little-review-edges
"Hecht, Ben","Stevens, Wallace",2,poetry-little-review-edges
"Hecht, Ben","Hutchinson, Eugene",2,poetry-little-review-edges
"Hecht, Ben","Joyce, James",9,poetry-little-review-edges
"Hecht, Ben","Fletcher, John Gould",2,poetry-little-review-edges
"Hecht, Ben","Bynner, Witter",3,poetry-little-review-edges
"Hecht, Ben","Sandburg, Carl",2,poetry-little-review-edges
"Hecht, Ben","Schuchert, Herman",2,poetry-little-review-edges
"Hecht, Ben","Butts, Mary",2,poetry-little-review-edges
"Hecht, Ben","von Freytag-Loringhoven, Elsa (Baroness)",5,poetry-little-review-edges
"Hecht, Ben","Crane, Hart",2,poetry-little-review-edges
"Hecht, Ben","Nietzsche, Friedrich",6,poetry-little-review-edges
"Hecht, Ben",H. D.,2,poetry-little-review-edges
"Hecht, Ben","Daniel, Arnaut",2,poetry-little-review-edges
"Hecht, Ben","Lowell, Amy",6,poetry-little-review-edges
"Hecht, Ben","Damon, S. Foster",2,poetry-little-review-edges
"Hecht, Ben","Solon, Israel",3,poetry-little-review-edges
"Hecht, Ben","Williams, William Carlos",6,poetry-little-review-edges
"Hecht, Ben","Szukalski, Stanislaw",3,poetry-little-review-edges
"Hecht, Ben","Hartley, Marsden",3,poetry-little-review-edges
"Hecht, Ben","Groff, Alice",3,poetry-little-review-edges
"Hecht, Ben","Hueffer, Ford Maddox",5,poetry-little-review-edges
"Hecht, Ben","Davis, F. Guy",2,poetry-little-review-edges
"Hecht, Ben",The Scavanger',6,poetry-little-review-edges
"Hecht, Ben","Monroe, Harriet",2,poetry-little-review-edges
"Hecht, Ben","Carter, Huntly",2,poetry-little-review-edges
"Hecht, Ben","Rodker, John",7,poetry-little-review-edges
"Hecht, Ben","Barnes, Djuna",4,poetry-little-review-edges
"Hecht, Ben","Kohen, Esther",2,poetry-little-review-edges
"Hecht, Ben","Anderson, Sherwood",7,poetry-little-review-edges
"Hecht, Ben","Pound, Ezra",8,poetry-little-review-edges
"Hecht, Ben","Jepson, Edgar",2,poetry-little-review-edges
"Hecht, Ben","Comfort, Will Levington",4,poetry-little-review-edges
"Hecht, Ben","Shanafelt, Clara",2,poetry-little-review-edges
"Hecht, Ben",E. P.,6,poetry-little-review-edges
"Hecht, Ben","Foster, George Burman",2,poetry-little-review-edges
"Hecht, Ben","Anderson, Margaret C.",15,poetry-little-review-edges
"Hecht, Ben",R. G.,2,poetry-little-review-edges
"Hecht, Ben","Frank, Florence Kiper",2,poetry-little-review-edges
"Hecht, Ben","Masters, Edgar Lee",2,poetry-little-review-edges
"Hecht, Ben","Rolland, Romain",2,poetry-little-review-edges
"Hecht, Ben","Kaun, Alexander S.",5,poetry-little-review-edges
"Johnson, Fenton","Monroe, Harriet",2,poetry-little-review-edges
"Johnson, Fenton","Waldron, Winifred",2,poetry-little-review-edges
"Vielé-Griffin, Francis","Laforgue, Jules",2,poetry-little-review-edges
"Vielé-Griffin, Francis","Pound, Ezra",2,poetry-little-review-edges
"Laird, William","Monroe, Harriet",3,poetry-little-review-edges
"Laird, William","Flint, F. S.",2,poetry-little-review-edges
"Laird, William","Wyatt, Edith",2,poetry-little-review-edges
"Sitwell, Osbert","Monroe, Harriet",2,poetry-little-review-edges
"Catel, Jean","Tietjens, Eunice",3,poetry-little-review-edges
"Catel, Jean","Henderson, Alice C.",2,poetry-little-review-edges
"Catel, Jean","Strobel, Marion",3,poetry-little-review-edges
"Catel, Jean","Williams, Oscar",2,poetry-little-review-edges
"Catel, Jean","Roberts, Elizabeth Madox",2,poetry-little-review-edges
"Catel, Jean","Monroe, Harriet",6,poetry-little-review-edges
"Catel, Jean","Crawford, Nelson Antrim",2,poetry-little-review-edges
"Catel, Jean","Conkling, Grace Hazard",2,poetry-little-review-edges
"Catel, Jean","Fuller, Henry B.",2,poetry-little-review-edges
"Unna, Sarah","Monroe, Harriet",2,poetry-little-review-edges
"Anderson, Sherwood","Wells, H. G.",2,poetry-little-review-edges
"Anderson, Sherwood","Sanders, Abel",2,poetry-little-review-edges
"Anderson, Sherwood","Fenollosa, Ernest",3,poetry-little-review-edges
"Anderson, Sherwood","Yeats, William Butler",2,poetry-little-review-edges
"Anderson, Sherwood","Tietjens, Eunice",3,poetry-little-review-edges
"Anderson, Sherwood","Kenton, Edna",2,poetry-little-review-edges
"Anderson, Sherwood","Schnack, Fritz",2,poetry-little-review-edges
"Anderson, Sherwood","Michelson, Max",2,poetry-little-review-edges
"Anderson, Sherwood","Sell, Henry Blackman",2,poetry-little-review-edges
"Anderson, Sherwood","Sinclair, May",2,poetry-little-review-edges
"Anderson, Sherwood",jh,11,poetry-little-review-edges
"Anderson, Sherwood",M. H. P.,2,poetry-little-review-edges
"Anderson, Sherwood","Bodenheim, Maxwell",7,poetry-little-review-edges
"Anderson, Sherwood","Aldington, Richard",4,poetry-little-review-edges
"Anderson, Sherwood","Iverson, Sade",2,poetry-little-review-edges
"Anderson, Sherwood","Scott, Evelyn",3,poetry-little-review-edges
"Anderson, Sherwood","York, Virginia",2,poetry-little-review-edges
"Anderson, Sherwood","Zwaska, Charles",2,poetry-little-review-edges
"Anderson, Sherwood","Masters, Edgar Lee",2,poetry-little-review-edges
"Anderson, Sherwood","Goldman, Emma",2,poetry-little-review-edges
"Anderson, Sherwood","De Braila, Lupo",3,poetry-little-review-edges
"Anderson, Sherwood","Reiss, Robert",3,poetry-little-review-edges
"Anderson, Sherwood","Butler, Samuel",2,poetry-little-review-edges
"Anderson, Sherwood","Macdougall, Allan Ross",3,poetry-little-review-edges
"Anderson, Sherwood","Bynner, Witter",5,poetry-little-review-edges
"Anderson, Sherwood","Sandburg, Carl",3,poetry-little-review-edges
"Anderson, Sherwood","Butts, Mary",5,poetry-little-review-edges
"Anderson, Sherwood","Seiffert, Marjorie Allen",2,poetry-little-review-edges
"Anderson, Sherwood","Hartley, Marsden",3,poetry-little-review-edges
"Anderson, Sherwood",M. A. S.,2,poetry-little-review-edges
"Anderson, Sherwood","Joyce, James",11,poetry-little-review-edges
"Anderson, Sherwood","Henderson, Alice C.",3,poetry-little-review-edges
"Anderson, Sherwood","Bauer, Harold",2,poetry-little-review-edges
"Anderson, Sherwood","Fletcher, John Gould",2,poetry-little-review-edges
"Anderson, Sherwood","Anderson, Margaret C.",14,poetry-little-review-edges
"Anderson, Sherwood","Ciolkowska, Muriel",2,poetry-little-review-edges
"Anderson, Sherwood","Schuchert, Herman",2,poetry-little-review-edges
"Anderson, Sherwood","Aldis, Mary",2,poetry-little-review-edges
"Anderson, Sherwood","Stearns, Mary Adams",2,poetry-little-review-edges
"Anderson, Sherwood","Cournos, John",2,poetry-little-review-edges
"Anderson, Sherwood","von Freytag-Loringhoven, Elsa (Baroness)",6,poetry-little-review-edges
"Anderson, Sherwood","Nietzsche, Friedrich",4,poetry-little-review-edges
"Anderson, Sherwood","O'Brien, Edward J.",3,poetry-little-review-edges
"Anderson, Sherwood","Cowley, Malcolm",2,poetry-little-review-edges
"Anderson, Sherwood","Ficke, Arthur Davison",5,poetry-little-review-edges
"Anderson, Sherwood","Lowell, Amy",6,poetry-little-review-edges
"Anderson, Sherwood",D. C. W.,2,poetry-little-review-edges
"Anderson, Sherwood","Damon, S. Foster",3,poetry-little-review-edges
"Anderson, Sherwood","Solon, Israel",4,poetry-little-review-edges
"Anderson, Sherwood","Williams, William Carlos",6,poetry-little-review-edges
"Anderson, Sherwood","Gilmore, Louis",4,poetry-little-review-edges
"Anderson, Sherwood","Stevens, Wallace",2,poetry-little-review-edges
"Anderson, Sherwood","Dean, Harriet",3,poetry-little-review-edges
"Anderson, Sherwood","Turbyfill, Mark",6,poetry-little-review-edges
"Anderson, Sherwood","Groff, Alice",2,poetry-little-review-edges
"Anderson, Sherwood","Hueffer, Ford Maddox",3,poetry-little-review-edges
"Anderson, Sherwood","Dawson, Mitchell",4,poetry-little-review-edges
"Anderson, Sherwood","Monroe, Harriet",2,poetry-little-review-edges
"Anderson, Sherwood","Flint, F. S.",2,poetry-little-review-edges
"Anderson, Sherwood","Rodker, John",7,poetry-little-review-edges
"Anderson, Sherwood","Barnes, Djuna",9,poetry-little-review-edges
"Anderson, Sherwood","Richardson, Dorothy M.",8,poetry-little-review-edges
"Anderson, Sherwood","Pound, Ezra",10,poetry-little-review-edges
"Anderson, Sherwood","Arnold, Matthew",2,poetry-little-review-edges
"Anderson, Sherwood","Jones, Llewellyn",2,poetry-little-review-edges
"Anderson, Sherwood","Loving, Pierre",2,poetry-little-review-edges
"Anderson, Sherwood","Tzara, Tristan",2,poetry-little-review-edges
"Anderson, Sherwood","Wing, DeWitt C.",2,poetry-little-review-edges
"Anderson, Sherwood","Soule, George",3,poetry-little-review-edges
"Anderson, Sherwood","Hunt, Richard",2,poetry-little-review-edges
"Anderson, Sherwood",E. P.,3,poetry-little-review-edges
"Anderson, Sherwood","Carnevali, Emanuel",4,poetry-little-review-edges
"Anderson, Sherwood","Foster, George Burman",2,poetry-little-review-edges
"Anderson, Sherwood",K.,3,poetry-little-review-edges
"Anderson, Sherwood",R. G.,2,poetry-little-review-edges
"Anderson, Sherwood",H. D.,3,poetry-little-review-edges
"Anderson, Sherwood","Frank, Florence Kiper",3,poetry-little-review-edges
"Anderson, Sherwood",Kiang Kang-Hu,2,poetry-little-review-edges
"Anderson, Sherwood","Saphier, William",5,poetry-little-review-edges
"Anderson, Sherwood","Gabirol, Ibn",2,poetry-little-review-edges
"Anderson, Sherwood","Kaun, Alexander S.",4,poetry-little-review-edges
"Dell, Floyd",S. H. G.,2,poetry-little-review-edges
"Dell, Floyd","Wing, DeWitt C.",2,poetry-little-review-edges
"Dell, Floyd","Monroe, Harriet",3,poetry-little-review-edges
"Dell, Floyd","Masters, Edgar Lee",2,poetry-little-review-edges
"Dell, Floyd","Tietjens, Eunice",2,poetry-little-review-edges
"Dell, Floyd","Anderson, Margaret C.",2,poetry-little-review-edges
"Dell, Floyd","Soule, George",2,poetry-little-review-edges
"Dell, Floyd","Foster, George Burman",2,poetry-little-review-edges
"Dell, Floyd","Sell, Henry Blackman",2,poetry-little-review-edges
"Dell, Floyd","Nietzsche, Friedrich",2,poetry-little-review-edges
"Dell, Floyd","Browne, Maurice",2,poetry-little-review-edges
"Dell, Floyd","Lowell, Amy",3,poetry-little-review-edges
"Ciolkowska, Muriel","Anderson, Margaret C.",2,poetry-little-review-edges
"Ciolkowska, Muriel","Joyce, James",2,poetry-little-review-edges
"Ciolkowska, Muriel",jh,3,poetry-little-review-edges
"Ciolkowska, Muriel","Bodenheim, Maxwell",3,poetry-little-review-edges
"Ciolkowska, Muriel","Aldington, Richard",2,poetry-little-review-edges
"Ciolkowska, Muriel","Monroe, Harriet",3,poetry-little-review-edges
"Ciolkowska, Muriel","Crawford, Nelson Antrim",2,poetry-little-review-edges
"Ciolkowska, Muriel","Turbyfill, Mark",3,poetry-little-review-edges
"Ciolkowska, Muriel","Rodker, John",3,poetry-little-review-edges
"Ciolkowska, Muriel","Bellamann, Henry",2,poetry-little-review-edges
"Ciolkowska, Muriel","Richardson, Dorothy M.",2,poetry-little-review-edges
"Ciolkowska, Muriel","Pound, Ezra",2,poetry-little-review-edges
"Galahad, Joseph Andrew","Monroe, Harriet",2,poetry-little-review-edges
"Galahad, Joseph Andrew","Schneider, Isidor",2,poetry-little-review-edges
"Loving, Pierre","Scott, Evelyn",2,poetry-little-review-edges
"Loving, Pierre","Saphier, William",2,poetry-little-review-edges
"Loving, Pierre","Barnes, Djuna",2,poetry-little-review-edges
"Loving, Pierre","Joyce, James",2,poetry-little-review-edges
"Loving, Pierre","Richardson, Dorothy M.",2,poetry-little-review-edges
"Loving, Pierre",jh,2,poetry-little-review-edges
"Loving, Pierre","Pound, Ezra",2,poetry-little-review-edges
"Loving, Pierre","Bodenheim, Maxwell",2,poetry-little-review-edges
"Loving, Pierre","Anderson, Margaret C.",2,poetry-little-review-edges
"Tanaquil, Paul","Monroe, Harriet",3,poetry-little-review-edges
"Jones, Llewellyn","Wells, H. G.",3,poetry-little-review-edges
"Jones, Llewellyn","Stephens, James",2,poetry-little-review-edges
"Jones, Llewellyn","Anderson, Margaret C.",5,poetry-little-review-edges
"Jones, Llewellyn",M. H. P.,4,poetry-little-review-edges
"Jones, Llewellyn","Gabirol, Ibn",2,poetry-little-review-edges
"Jones, Llewellyn","Bodenheim, Maxwell",2,poetry-little-review-edges
"Jones, Llewellyn","Aldington, Richard",2,poetry-little-review-edges
"Jones, Llewellyn","Iverson, Sade",3,poetry-little-review-edges
"Jones, Llewellyn",K.,3,poetry-little-review-edges
"Jones, Llewellyn","Stone, Lee A.",2,poetry-little-review-edges
"Jones, Llewellyn","Hoyt, Helen",2,poetry-little-review-edges
"Jones, Llewellyn","Tietjens, Eunice",6,poetry-little-review-edges
"Jones, Llewellyn","Arnold, Matthew",2,poetry-little-review-edges
"Jones, Llewellyn","Butler, Samuel",2,poetry-little-review-edges
"Jones, Llewellyn","Ficke, Arthur Davison",4,poetry-little-review-edges
"Jones, Llewellyn","Wing, DeWitt C.",4,poetry-little-review-edges
"Jones, Llewellyn","Soule, George",6,poetry-little-review-edges
"Jones, Llewellyn","Foster, George Burman",5,poetry-little-review-edges
"Jones, Llewellyn","Swawite, Marguerite",3,poetry-little-review-edges
"Jones, Llewellyn","Sell, Henry Blackman",3,poetry-little-review-edges
"Jones, Llewellyn","Schuchert, Herman",3,poetry-little-review-edges
"Jones, Llewellyn","Stearns, Mary Adams",2,poetry-little-review-edges
"Jones, Llewellyn","Nietzsche, Friedrich",3,poetry-little-review-edges
"Jones, Llewellyn","Chenery, William L.",2,poetry-little-review-edges
"Jones, Llewellyn",A. E.,2,poetry-little-review-edges
"Jones, Llewellyn","Saphier, William",4,poetry-little-review-edges
"Jones, Llewellyn","Lowell, Amy",4,poetry-little-review-edges
"Jones, Llewellyn",D. C. W.,2,poetry-little-review-edges
"Simon, Anne","Schuchert, Herman",2,poetry-little-review-edges
"Simon, Anne","Anderson, Margaret C.",2,poetry-little-review-edges
"Simon, Anne",K.,2,poetry-little-review-edges
"Simon, Anne","Tietjens, Eunice",2,poetry-little-review-edges
"Bernhard, Svea","Monroe, Harriet",2,poetry-little-review-edges
"Burke, Kenneth","Apollinaire, Guillaume",2,poetry-little-review-edges
"Burke, Kenneth",jh,3,poetry-little-review-edges
"Burke, Kenneth","Crane, Hart",2,poetry-little-review-edges
"Burke, Kenneth","von Freytag-Loringhoven, Elsa (Baroness)",2,poetry-little-review-edges
"Burke, Kenneth","Picabia, Francis",3,poetry-little-review-edges
"Winters, A. Y.","Hartley, Marsden",2,poetry-little-review-edges
"Winters, A. Y.","Carnevali, Emanuel",2,poetry-little-review-edges
"Winters, A. Y.","Bodenheim, Maxwell",2,poetry-little-review-edges
"Winters, A. Y.","Anderson, Margaret C.",2,poetry-little-review-edges
"Winters, A. Y.","Rodker, John",2,poetry-little-review-edges
"Winters, A. Y.","Richardson, Dorothy M.",2,poetry-little-review-edges
"Mixter, Florence K.","Monroe, Harriet",3,poetry-little-review-edges
"Mixter, Florence K.","Henderson, Alice C.",2,poetry-little-review-edges
"Pound, Ezra","Fenollosa, Ernest",6,poetry-little-review-edges
"Pound, Ezra","Griffith, William",2,poetry-little-review-edges
"Pound, Ezra","Teasdale, Sara",3,poetry-little-review-edges
"Pound, Ezra","Carnevali, Emanuel",7,poetry-little-review-edges
"Pound, Ezra","Driscoll, Louise",3,poetry-little-review-edges
"Pound, Ezra",jh,18,poetry-little-review-edges
"Pound, Ezra","Aldington, Richard",9,poetry-little-review-edges
"Pound, Ezra","Colum, Padraic",4,poetry-little-review-edges
"Pound, Ezra","Scott, Evelyn",2,poetry-little-review-edges
"Pound, Ezra",Po Chu-I,3,poetry-little-review-edges
"Pound, Ezra","Picabia, Francis",2,poetry-little-review-edges
"Pound, Ezra","Masters, Edgar Lee",2,poetry-little-review-edges
"Pound, Ezra","Daniel, Arnaut",2,poetry-little-review-edges
"Pound, Ezra",A. F.,2,poetry-little-review-edges
"Pound, Ezra","Tietjens, Eunice",8,poetry-little-review-edges
"Pound, Ezra",H. B. F.,2,poetry-little-review-edges
"Pound, Ezra","Reed, John",2,poetry-little-review-edges
"Pound, Ezra",H. H.,4,poetry-little-review-edges
"Pound, Ezra","Buss, Kate",2,poetry-little-review-edges
"Pound, Ezra","Corbin, Alice",6,poetry-little-review-edges
"Pound, Ezra","Benét, William Rose",4,poetry-little-review-edges
"Pound, Ezra","Untermeyer, Louis",3,poetry-little-review-edges
"Pound, Ezra","Seiffert, Marjorie Allen",2,poetry-little-review-edges
"Pound, Ezra","Carman, Bliss",2,poetry-little-review-edges
"Pound, Ezra","Barrett, Wilton Agnew",2,poetry-little-review-edges
"Pound, Ezra","Puteklis, Louis",3,poetry-little-review-edges
"Pound, Ezra",Sasaki,2,poetry-little-review-edges
"Pound, Ezra","Henderson, Alice C.",24,poetry-little-review-edges
"Pound, Ezra","Fletcher, John Gould",9,poetry-little-review-edges
"Pound, Ezra","Campbell, Joseph",3,poetry-little-review-edges
"Pound, Ezra","Sinclair, May",5,poetry-little-review-edges
"Pound, Ezra","Wheelock, John Hall",2,poetry-little-review-edges
"Pound, Ezra","Gibson, Wilfrid Wilson",4,poetry-little-review-edges
"Pound, Ezra","Nietzsche, Friedrich",2,poetry-little-review-edges
"Pound, Ezra","Skinner, Constance",3,poetry-little-review-edges
"Pound, Ezra",E. T.,3,poetry-little-review-edges
"Pound, Ezra","Waley, Arthur",4,poetry-little-review-edges
"Pound, Ezra","Solon, Israel",4,poetry-little-review-edges
"Pound, Ezra","Dudley, Dorothy",2,poetry-little-review-edges
"Pound, Ezra",Li Po,2,poetry-little-review-edges
"Pound, Ezra","Gilmore, Louis",8,poetry-little-review-edges
"Pound, Ezra","Szukalski, Stanislaw",3,poetry-little-review-edges
"Pound, Ezra","Groff, Alice",5,poetry-little-review-edges
"Pound, Ezra","Tagore, Rabindranath",3,poetry-little-review-edges
"Pound, Ezra","Rosenberg, Isaac",2,poetry-little-review-edges
"Pound, Ezra","Buzzell, Francis",2,poetry-little-review-edges
"Pound, Ezra","Hitch, Alfred",2,poetry-little-review-edges
"Pound, Ezra","Purdon, Arthur",2,poetry-little-review-edges
"Pound, Ezra","Hagedorn, Hermann",2,poetry-little-review-edges
"Pound, Ezra","Towne, Charles Hanson",2,poetry-little-review-edges
"Pound, Ezra","Dudley, Helen",2,poetry-little-review-edges
"Pound, Ezra","Cannéll, Skipwith",3,poetry-little-review-edges
"Pound, Ezra","Rimbaud, Arthur",2,poetry-little-review-edges
"Pound, Ezra","Birch, Helen Louise",2,poetry-little-review-edges
"Pound, Ezra","Rodker, John",15,poetry-little-review-edges
"Pound, Ezra","Barnes, Djuna",5,poetry-little-review-edges
"Pound, Ezra","Gaudier-Brzeska, Henri",2,poetry-little-review-edges
"Pound, Ezra","Rich, H. Thompson",2,poetry-little-review-edges
"Pound, Ezra","Lee, Agnes",4,poetry-little-review-edges
"Pound, Ezra","Johns, Orrick",2,poetry-little-review-edges
"Pound, Ezra","Gordon, Frank S.",2,poetry-little-review-edges
"Pound, Ezra","Jepson, Edgar",2,poetry-little-review-edges
"Pound, Ezra",E. P.,6,poetry-little-review-edges
"Pound, Ezra","Hueffer, Ford Maddox",11,poetry-little-review-edges
"Pound, Ezra","Brooke, Rupert",3,poetry-little-review-edges
"Pound, Ezra","Cheyne, Elizabeth Gibson",2,poetry-little-review-edges
"Pound, Ezra","Selva, Salomón de la",2,poetry-little-review-edges
"Pound, Ezra","Lawrence, D. H.",3,poetry-little-review-edges
"Pound, Ezra","Lee, Muna",2,poetry-little-review-edges
